X	Y	OBJECTID	SERVICECODE	SERVICECODEDESCRIPTION	SERVICETYPECODEDESCRIPTION	ORGANIZATIONACRONYM	SERVICECALLCOUNT	ADDDATE	RESOLUTIONDATE	SERVICEDUEDATE	SERVICEORDERDATE	INSPECTIONFLAG	INSPECTIONDATE	SERVICEORDERSTATUS	STATUS_CODE	SERVICEREQUESTID	PRIORITY	STREETADDRESS	XCOORD	YCOORD	LATITUDE	LONGITUDE	CITY	STATE	ZIPCODE	MARADDRESSREPOSITORYID	WARD
-76.98487056	38.86869419	20	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-06-27T13:48:39.000Z	2018-07-12T08:36:02.000Z	2018-07-18T13:48:00.000Z	2018-06-27T13:48:39.000Z	Y	2018-07-12T08:36:00.000Z	CLOSED	CLOSED	18-00338546	STANDARD	1403 RIDGE PLACE SE	401313.16	133429.36	38.86868674	-76.98486828	WASHINGTON	DC	20020	64954	8
-77.03295239	38.91170308	21	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-16T20:59:40.000Z		2018-08-03T17:00:00.000Z	2018-07-16T20:59:40.000Z	Y	To be inspected	OPEN	OPEN	18-00379854	STANDARD	1420 CORCORAN STREET NW	397142.25	138204.09	38.91169563	-77.0329501	WASHINGTON	DC	20009	240175	2
-77.02582746	38.92149612	22	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-17T08:44:09.000Z	2018-07-20T07:26:32.000Z	2018-08-03T17:00:00.000Z	2018-07-17T08:44:09.000Z	Y	2018-07-20T07:27:00.000Z	CLOSED	CLOSED	18-00380298	STANDARD	2301 11TH STREET NW	397760.5	139291	38.92148867	-77.02582517	WASHINGTON	DC	20001	284334	1
-77.02881404	38.96115191	23	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-18T13:01:02.000Z		2018-08-07T13:01:00.000Z	2018-07-18T13:01:02.000Z	Y	To be inspected	OPEN	OPEN	18-00384274	STANDARD	1214 MISSOURI AVENUE NW	397502.9	143693.22	38.96114444	-77.02881175	WASHINGTON	DC	20011	253144	4
-77.02425559	38.93374408	24	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-17T02:01:10.000Z	2018-07-20T07:16:04.000Z	2018-08-03T17:00:00.000Z	2018-07-17T02:01:10.000Z	Y	2018-07-20T07:16:00.000Z	CLOSED	CLOSED	18-00379973	STANDARD	703 NEWTON PLACE NW	397897.17	140650.59	38.93373628	-77.0242533	WASHINGTON	DC	20010	232259	1
-77.00272396	38.89048473	25	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-16T18:09:24.000Z		2018-08-03T17:00:00.000Z	2018-07-16T18:09:24.000Z	Y	To be inspected	OPEN	OPEN	18-00379640	STANDARD	1 TERRACE COURT NE	399763.88	135848.17	38.89047728	-77.00272167	WASHINGTON	DC	20002	289629	6
-77.01497321	38.91403687	26	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-19T20:20:41.000Z		2018-08-08T17:00:00.000Z	2018-07-19T20:20:41.000Z	Y	To be inspected	OPEN	OPEN	18-00388052	STANDARD	200 - 299 BLOCK OF S STREET NW	398701.62	138462.75	38.91402908	-77.01497092	WASHINGTON	DC	20001	813800	5
-77.02898896	38.92001243	27	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-10T19:15:32.000Z	2018-07-12T15:01:02.000Z	2018-07-30T17:00:00.000Z	2018-07-10T19:15:32.000Z	Y	2018-07-12T15:01:00.000Z	CLOSED	CLOSED	18-00366668	STANDARD	2234 12TH PLACE NW	397486.29	139126.38	38.92000497	-77.02898666	WASHINGTON	DC	20009	240697	1
-76.98515527	38.89374178	28	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-05T14:28:18.000Z		2018-07-25T14:28:00.000Z	2018-07-05T14:28:18.000Z	Y	To be inspected	OPEN	OPEN	18-00355391	STANDARD	1404 C STREET NE	401288	136209.83	38.89373433	-76.98515299	WASHINGTON	DC	20002	64969	6
-77.04578298	38.9113768	29	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-05T14:32:30.000Z	2018-07-13T15:34:38.000Z	2018-07-25T14:32:00.000Z	2018-07-05T14:32:30.000Z	Y	To be inspected	CLOSED	CLOSED	18-00355410	STANDARD	2019 Q STREET NW	396029.44	138168.35	38.91136935	-77.04578068	WASHINGTON	DC	20009	242598	2
-77.02256315	38.93228651	30	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-07T20:05:37.000Z	2018-07-11T07:25:07.000Z	2018-07-26T17:00:00.000Z	2018-07-07T20:05:37.000Z	Y	2018-07-11T07:25:00.000Z	CLOSED	CLOSED	18-00360143	STANDARD	647 MORTON STREET NW	398043.87	140488.75	38.93227905	-77.02256085	WASHINGTON	DC	20010	228840	1
-77.0110496	38.91465375	31	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-06-26T14:30:45.000Z	2018-07-18T15:02:53.000Z	2018-07-17T14:30:00.000Z	2018-06-26T14:30:45.000Z	Y	2018-07-18T15:03:00.000Z	CLOSED	CLOSED	18-00335904	STANDARD	60 SEATON PLACE NW	399041.91	138531.18	38.91464629	-77.01104731	WASHINGTON	DC	20001	227129	5
-77.00275487	38.87914299	32	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-06-25T10:47:37.000Z	2018-07-10T12:36:41.000Z	2018-07-16T10:47:00.000Z	2018-06-25T10:47:37.000Z	Y	2018-07-10T12:36:00.000Z	CLOSED	CLOSED	18-00331781	STANDARD	201 I STREET SE	399761.16	134589.15	38.87913554	-77.00275259	WASHINGTON	DC	20003	150246	6
-77.00870611	38.921104	33	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-04T22:15:00.000Z	2018-07-11T08:42:33.000Z	2018-07-24T17:00:00.000Z	2018-07-04T22:15:00.000Z	Y	2018-07-11T08:42:00.000Z	CLOSED	CLOSED	18-00353273	STANDARD	2317 NORTH CAPITOL STREET NE	399245.22	139247.19	38.92109654	-77.00870382	WASHINGTON	DC	20002	48618	5
-77.02067054	38.88185884	34	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-19T16:42:16.000Z		2018-08-08T16:42:00.000Z	2018-07-19T16:42:16.000Z	Y	To be inspected	OPEN	OPEN	18-00387770	STANDARD	602 6TH PLACE SW	398206.7	134890.83	38.8818514	-77.02066825	WASHINGTON	DC	20024	5634	6
-77.03434806	38.96594568	35	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-19T18:39:46.000Z		2018-08-08T17:00:00.000Z	2018-07-19T18:39:46.000Z	Y	To be inspected	OPEN	OPEN	18-00387976	STANDARD	1424 SHERIDAN STREET NW	397023.47	144225.54	38.96593822	-77.03434576	WASHINGTON	DC	20011	257950	4
-76.98662675	38.91999653	36	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-16T14:15:10.000Z		2018-08-03T14:15:00.000Z	2018-07-16T14:15:10.000Z	Y	To be inspected	OPEN	OPEN	18-00378831	STANDARD	2304 13TH PLACE NE	401159.92	139124.3	38.91998907	-76.98662447	WASHINGTON	DC	20018	49027	5
-77.00843297	38.92150525	37	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-07T21:01:00.000Z		2018-07-26T17:00:00.000Z	2018-07-07T21:01:00.000Z	Y	To be inspected	OPEN	OPEN	18-00360170	STANDARD	10 BRYANT STREET NE	399268.91	139291.73	38.92149779	-77.00843069	WASHINGTON	DC	20002	76042	5
-77.02693116	38.93188949	38	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-02T19:53:24.000Z	2018-07-06T07:16:18.000Z	2018-07-23T17:00:00.000Z	2018-07-02T19:53:24.000Z	Y	2018-07-06T07:16:00.000Z	CLOSED	CLOSED	18-00349429	STANDARD	3402 SHERMAN AVENUE NW	397665.13	140444.78	38.93188203	-77.02692887	WASHINGTON	DC	20010	230996	1
-77.08830438	38.90933228	39	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-10T15:09:06.000Z	2018-07-18T15:30:24.000Z	2018-07-30T15:09:00.000Z	2018-07-10T15:09:06.000Z	Y	2018-07-18T15:30:00.000Z	CLOSED	CLOSED	18-00366041	STANDARD	4570 MACARTHUR BOULEVARD NW	392341.34	137944.1	38.90932483	-77.08830207	WASHINGTON	DC	20007	224770	3
-77.01023257	38.91243399	40	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-06-25T15:20:50.000Z	2018-07-06T12:29:50.000Z	2018-07-16T15:20:00.000Z	2018-06-25T15:20:50.000Z	Y	2018-07-06T12:29:00.000Z	CLOSED	CLOSED	18-00333060	STANDARD	34 R STREET NW	399112.74	138284.76	38.91242653	-77.01023029	WASHINGTON	DC	20001	226724	5
-77.01011381	38.91241256	41	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-06-25T15:23:19.000Z	2018-07-06T13:17:06.000Z	2018-07-16T15:23:00.000Z	2018-06-25T15:23:19.000Z	Y	2018-07-06T13:17:00.000Z	CLOSED	CLOSED	18-00333072	STANDARD	28 R STREET NW	399123.04	138282.38	38.9124051	-77.01011152	WASHINGTON	DC	20001	226764	5
-77.00535427	38.83575697	42	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-06-25T15:24:03.000Z	2018-06-28T08:39:47.000Z	2018-07-16T15:24:00.000Z	2018-06-25T15:24:03.000Z	Y	2018-06-28T08:39:00.000Z	CLOSED	CLOSED	18-00333076	STANDARD	114 WAYNE PLACE SE	399535.33	129773	38.83574953	-77.00535198	WASHINGTON	DC	20032	149796	8
-77.03338612	38.93625964	43	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-09T01:20:26.000Z	2018-07-11T07:07:37.000Z	2018-07-26T17:00:00.000Z	2018-07-09T01:20:26.000Z	Y	2018-07-11T07:08:00.000Z	CLOSED	CLOSED	18-00360819	STANDARD	1408 PERRY PLACE NW	397105.63	140930.09	38.93625218	-77.03338382	WASHINGTON	DC	20010	234736	1
-77.04345059	38.90646471	44	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-06-25T16:40:57.000Z	2018-07-02T15:54:05.000Z	2018-07-16T16:40:00.000Z	2018-06-25T16:40:57.000Z	Y	2018-07-02T15:54:00.000Z	CLOSED	CLOSED	18-00333334	STANDARD	19TH STREET NW AND JEFFERSON PLACE NW	396231.4688	137622.9688	38.90645725	-77.04344829	WASHINGTON	DC	20036	900141	2
-77.03272623	38.90832592	45	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-06T11:23:59.000Z	2018-07-13T14:40:54.000Z	2018-07-26T11:23:00.000Z	2018-07-06T11:23:59.000Z	Y	2018-07-13T14:40:00.000Z	CLOSED	CLOSED	18-00357436	STANDARD	1418 RHODE ISLAND AVENUE NW	397161.73	137829.19	38.90831846	-77.03272394	WASHINGTON	DC	20005	218266	2
-76.92565889	38.90233972	46	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-06T11:29:48.000Z	2018-07-12T16:35:55.000Z	2018-07-26T11:29:00.000Z	2018-07-06T11:29:48.000Z	Y	2018-07-12T16:35:00.000Z	CLOSED	CLOSED	18-00357457	STANDARD	908 52ND STREET NE	406448.62	137166.79	38.90233226	-76.92565663	WASHINGTON	DC	20019	81964	7
-77.06801369	38.90750491	47	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-06-28T18:17:29.000Z	2018-07-06T11:40:18.000Z	2018-07-19T17:00:00.000Z	2018-06-28T18:17:29.000Z	Y	2018-07-06T11:40:00.000Z	CLOSED	CLOSED	18-00342356	STANDARD	1324 34TH STREET NW	394101.05	137739.74	38.90749746	-77.06801139	WASHINGTON	DC	20007	272290	2
-77.02333465	38.95284183	48	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-18T22:14:10.000Z		2018-08-07T17:00:00.000Z	2018-07-18T22:14:10.000Z	Y	To be inspected	OPEN	OPEN	18-00385607	STANDARD	736 HAMILTON STREET NW	397977.56	142770.59	38.95283437	-77.02333236	WASHINGTON	DC	20011	250107	4
-77.02593326	38.92513519	49	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-20T12:36:36.000Z		2018-08-09T12:36:00.000Z	2018-07-20T12:36:36.000Z	Y	To be inspected	OPEN	OPEN	18-00389400	STANDARD	2708 SHERMAN AVENUE NW	397751.44	139694.97	38.92512773	-77.02593097	WASHINGTON	DC	20001	231778	1
-77.07139735	38.91430302	50	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-12T15:35:46.000Z	2018-07-20T10:55:28.000Z	2018-08-01T15:35:00.000Z	2018-07-12T15:35:46.000Z	Y	2018-07-20T10:55:00.000Z	CLOSED	CLOSED	18-00371980	STANDARD	3602 S STREET NW	393808.16	138494.61	38.91429557	-77.07139504	WASHINGTON	DC	20007	270460	2
-77.01442736	38.90662451	51	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-06-27T16:01:10.000Z	2018-07-06T13:53:27.000Z	2018-07-18T16:01:00.000Z	2018-06-27T16:01:10.000Z	Y	2018-07-06T13:53:00.000Z	CLOSED	CLOSED	18-00339120	STANDARD	221 MORGAN STREET NW	398748.83	137639.91	38.90661706	-77.01442507	WASHINGTON	DC	20001	309110	6
-77.06451195	38.90760445	52	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-06-27T15:52:34.000Z		2018-07-18T15:52:00.000Z	2018-06-27T15:52:34.000Z	Y	To be inspected	OPEN	OPEN	18-00339071	STANDARD	3228 O STREET NW	394404.78	137750.57	38.907597	-77.06450965	WASHINGTON	DC	20007	277290	2
-76.98885981	38.90152002	53	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-06-25T16:21:01.000Z	2018-07-06T12:39:29.000Z	2018-07-16T16:21:00.000Z	2018-06-25T16:21:01.000Z	Y	2018-07-06T12:39:00.000Z	CLOSED	CLOSED	18-00333256	STANDARD	1234 I STREET NE	400966.52	137073.23	38.90151256	-76.98885753	WASHINGTON	DC	20002	70294	6
-76.98684709	38.90200239	54	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-10T07:47:44.000Z	2018-07-17T12:40:30.000Z	2018-07-27T17:00:00.000Z	2018-07-10T07:47:44.000Z	Y	2018-07-17T12:40:00.000Z	CLOSED	CLOSED	18-00363913	STANDARD	1121 TRINIDAD AVENUE NE	401141.1	137126.8	38.90199493	-76.98684481	WASHINGTON	DC	20002	73504	5
-76.98784426	38.86727343	55	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-06-28T09:36:29.000Z	2018-07-12T08:33:18.000Z	2018-07-19T09:36:00.000Z	2018-06-28T09:36:29.000Z	Y	2018-07-12T08:33:00.000Z	CLOSED	CLOSED	18-00340334	STANDARD	1200 - 1299 BLOCK OF GOOD HOPE ROAD SE	401055.1176	133271.6069	38.86726565	-76.98784198	WASHINGTON	DC	20020	806989	8
-77.0189415	38.9412569	56	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-11T10:35:52.000Z	2018-07-17T09:25:56.000Z	2018-07-31T10:35:00.000Z	2018-07-11T10:35:52.000Z	Y	2018-07-17T09:28:00.000Z	CLOSED	CLOSED	18-00367638	STANDARD	4105 5TH STREET NW	398358.09	141484.47	38.94124944	-77.01893921	WASHINGTON	DC	20011	248038	4
-77.02205531	38.92924387	57	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-03T05:02:43.000Z	2018-07-06T07:18:16.000Z	2018-07-23T17:00:00.000Z	2018-07-03T05:02:43.000Z	Y	2018-07-06T07:18:00.000Z	CLOSED	CLOSED	18-00349815	STANDARD	629 IRVING STREET NW	398087.82	140150.98	38.92923641	-77.02205302	WASHINGTON	DC	20010	229228	1
-77.0206886	38.88174651	58	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-06-28T16:32:44.000Z		2018-07-19T16:32:00.000Z	2018-06-28T16:32:44.000Z	Y	To be inspected	OPEN	OPEN	18-00342150	STANDARD	606 6TH PLACE SW	398205.13	134878.36	38.88173906	-77.02068631	WASHINGTON	DC	20024	5227	6
-77.00266247	38.9138697	59	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-02T09:34:51.000Z		2018-07-23T09:34:00.000Z	2018-07-02T09:34:51.000Z	Y	To be inspected	OPEN	OPEN	18-00347481	STANDARD	219 S STREET NE	399769.29	138444.09	38.91386225	-77.00266019	WASHINGTON	DC	20002	50842	5
-76.98685238	38.92582728	60	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-10T14:26:39.000Z		2018-07-30T14:26:00.000Z	2018-07-10T14:26:39.000Z	Y	To be inspected	OPEN	OPEN	18-00365855	STANDARD	1316 FRANKLIN STREET NE	401140.26	139771.56	38.92581982	-76.9868501	WASHINGTON	DC	20017	68165	5
-77.04282059	38.91352371	61	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-05T09:34:29.000Z	2018-07-13T14:39:39.000Z	2018-07-25T09:34:00.000Z	2018-07-05T09:34:29.000Z	Y	2018-07-13T14:39:00.000Z	CLOSED	CLOSED	18-00353926	STANDARD	1829 RIGGS PLACE NW	396286.48	138406.55	38.91351626	-77.04281829	WASHINGTON	DC	20009	241196	2
-76.98872754	38.89374426	62	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-07T22:39:59.000Z		2018-07-26T17:00:00.000Z	2018-07-07T22:39:59.000Z	Y	To be inspected	OPEN	OPEN	18-00360205	STANDARD	1242 C STREET NE	400978.1	136210.06	38.8937368	-76.98872526	WASHINGTON	DC	20002	69981	6
-76.98629233	38.90086439	63	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-15T09:20:27.000Z		2018-08-02T17:00:00.000Z	2018-07-15T09:20:27.000Z	Y	To be inspected	OPEN	OPEN	18-00376394	STANDARD	1375 FLORIDA AVENUE NE	401189.24	137000.48	38.90085693	-76.98629005	WASHINGTON	DC	20002	65427	6
-77.00726732	38.91782272	64	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-04T15:04:01.000Z	2018-07-12T08:17:26.000Z	2018-07-24T17:00:00.000Z	2018-07-04T15:04:01.000Z	Y	2018-07-12T08:17:00.000Z	CLOSED	CLOSED	18-00353036	STANDARD	2032 LINCOLN ROAD NE	399369.96	138882.93	38.91781527	-77.00726504	WASHINGTON	DC	20002	52293	5
-77.013541	38.95040304	65	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-06-23T09:03:30.000Z	2018-07-05T08:50:06.000Z	2018-07-13T17:00:00.000Z	2018-06-23T09:03:30.000Z	Y	2018-07-05T08:50:00.000Z	CLOSED	CLOSED	18-00329688	STANDARD	4913 NEW HAMPSHIRE AVENUE NW	398826.43	142499.69	38.95039557	-77.01353871	WASHINGTON	DC	20011	243652	4
-77.07187664	38.91519158	66	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-10T13:06:02.000Z		2018-07-30T13:06:00.000Z	2018-07-10T13:06:02.000Z	Y	To be inspected	OPEN	OPEN	18-00365472	STANDARD	3616 T STREET NW	393766.67	138593.28	38.91518412	-77.07187434	WASHINGTON	DC	20007	270506	2
-76.99050089	38.87901589	67	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-06-22T14:50:33.000Z	2018-06-27T10:27:12.000Z	2018-07-13T14:50:00.000Z	2018-06-22T14:50:33.000Z	Y	2018-06-27T10:27:00.000Z	CLOSED	CLOSED	18-00328145	STANDARD	909 12TH STREET SE	400824.43	134575.08	38.87900844	-76.99049861	WASHINGTON	DC	20003	81997	6
-76.97875593	38.90389007	68	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-05T09:41:30.000Z		2018-07-25T09:41:00.000Z	2018-07-05T09:41:30.000Z	Y	To be inspected	OPEN	OPEN	18-00353960	STANDARD	1732 L STREET NE	401842.89	137336.48	38.90388261	-76.97875365	WASHINGTON	DC	20002	56867	5
-76.99194114	38.94947533	69	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-11T10:16:16.000Z	2018-07-17T12:44:24.000Z	2018-07-31T10:16:00.000Z	2018-07-11T10:16:16.000Z	Y	2018-07-17T12:44:00.000Z	CLOSED	CLOSED	18-00367551	STANDARD	4914 11TH STREET NE	400698.77	142396.65	38.94946787	-76.99193885	WASHINGTON	DC	20017	16309	5
-77.01407773	38.95831818	70	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-20T10:05:08.000Z		2018-08-09T10:05:00.000Z	2018-07-20T10:05:08.000Z	Y	To be inspected	OPEN	OPEN	18-00388758	STANDARD	5622 KANSAS AVENUE NW	398780.04	143378.35	38.95831071	-77.01407544	WASHINGTON	DC	20011	246229	4
-77.02272731	38.93747706	71	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-06-27T14:52:57.000Z	2018-07-06T11:59:13.000Z	2018-07-18T14:52:00.000Z	2018-06-27T14:52:57.000Z	Y	2018-07-06T11:59:00.000Z	CLOSED	CLOSED	18-00338839	STANDARD	732 QUINCY STREET NW	398029.78	141064.95	38.9374696	-77.02272501	WASHINGTON	DC	20011	249577	4
-77.01991427	38.88689414	72	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-06-30T12:22:16.000Z	2018-07-13T14:17:25.000Z	2018-07-20T17:00:00.000Z	2018-06-30T12:22:16.000Z	Y	2018-07-13T14:17:00.000Z	CLOSED	CLOSED	18-00345982	STANDARD		398272.4401	135449.7721	38.88688669	-77.01991198			20024	902432	6
-76.98441622	38.86806075	73	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-11T23:09:39.000Z	2018-07-17T08:05:45.000Z	2018-07-31T17:00:00.000Z	2018-07-11T23:09:39.000Z	Y	2018-07-17T08:05:00.000Z	CLOSED	CLOSED	18-00369756	STANDARD	1415 S STREET SE	401352.6	133359.05	38.8680533	-76.98441395	WASHINGTON	DC	20020	64589	8
-77.02357755	38.95124885	74	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-12T10:21:54.000Z		2018-08-01T10:21:00.000Z	2018-07-12T10:21:54.000Z	Y	To be inspected	OPEN	OPEN	18-00370526	STANDARD	5009 8TH STREET NW	397956.46	142593.76	38.95124139	-77.02357526	WASHINGTON	DC	20011	250042	4
-76.98097422	38.89772432	75	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-06-22T09:47:51.000Z	2018-06-28T11:15:01.000Z	2018-07-13T09:47:00.000Z	2018-06-22T09:47:51.000Z	Y	2018-06-28T11:14:00.000Z	CLOSED	CLOSED	18-00326896	STANDARD	1631 KRAMER STREET NE	401650.62	136651.99	38.89771653	-76.98097194	WASHINGTON	DC	20002	314769	6
-77.01243007	38.9134791	76	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-05T20:34:26.000Z		2018-07-25T17:00:00.000Z	2018-07-05T20:34:26.000Z	Y	To be inspected	OPEN	OPEN	18-00356352	STANDARD	1720 1ST STREET NW	398922.17	138400.8	38.91347164	-77.01242778	WASHINGTON	DC	20001	226966	5
-76.96534083	38.85912822	77	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-06-23T16:37:30.000Z	2018-06-28T14:19:19.000Z	2018-07-13T17:00:00.000Z	2018-06-23T16:37:30.000Z	Y	2018-06-28T14:19:00.000Z	CLOSED	CLOSED	18-00330257	STANDARD	2901 DENVER STREET SE	403008.39	132367.93	38.85912077	-76.96533856	WASHINGTON	DC	20020	43666	7
-77.01974539	38.93967392	78	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-06-24T14:42:22.000Z	2018-07-06T15:03:09.000Z	2018-07-13T17:00:00.000Z	2018-06-24T14:42:22.000Z	Y	2018-07-06T15:03:00.000Z	CLOSED	CLOSED	18-00330726	STANDARD	516 SHEPHERD STREET NW	398288.36	141308.76	38.93966646	-77.01974309	WASHINGTON	DC	20011	247708	4
-77.00204567	38.89255497	79	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-06-24T19:28:11.000Z	2018-07-05T07:24:24.000Z	2018-07-13T17:00:00.000Z	2018-06-24T19:28:11.000Z	Y	2018-07-05T07:24:00.000Z	CLOSED	CLOSED	18-00330916	STANDARD		399822.73	136077.9813	38.89254751	-77.00204339			20002	905849	6
-77.01788381	38.91297347	80	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-06-25T14:38:54.000Z	2018-07-02T13:18:54.000Z	2018-07-16T14:38:00.000Z	2018-06-25T14:38:54.000Z	Y	2018-07-02T13:18:00.000Z	CLOSED	CLOSED	18-00332927	STANDARD	1710 NEW JERSEY AVENUE NW	398449.17	138344.75	38.91296602	-77.01788152	WASHINGTON	DC	20001	237223	6
-77.01549939	38.94023767	81	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-02T10:23:21.000Z	2018-07-10T15:36:46.000Z	2018-07-23T10:23:00.000Z	2018-07-02T10:23:21.000Z	Y	2018-07-10T15:35:00.000Z	CLOSED	CLOSED	18-00347645	STANDARD	4000 3RD STREET NW	398656.48	141371.27	38.9402302	-77.0154971	WASHINGTON	DC	20011	244189	4
-77.02263787	38.94968169	82	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-19T21:59:16.000Z		2018-08-08T17:00:00.000Z	2018-07-19T21:59:16.000Z	Y	To be inspected	OPEN	OPEN	18-00388130	STANDARD	712 EMERSON STREET NW	398037.87	142419.77	38.94967422	-77.02263558	WASHINGTON	DC	20011	249949	4
-77.03241997	38.96810677	83	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-07-09T15:22:07.000Z		2018-07-27T15:22:00.000Z	2018-07-09T15:22:07.000Z	Y	To be inspected	OPEN	OPEN	18-00363012	STANDARD	1374 TEWKESBURY PLACE NW	397190.65	144465.38	38.96809931	-77.03241768	WASHINGTON	DC	20012	257484	4
-77.04262119	38.90709561	84	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-06-25T14:48:45.000Z	2018-07-02T13:24:21.000Z	2018-07-16T14:48:00.000Z	2018-06-25T14:48:45.000Z	Y	2018-07-02T13:24:00.000Z	CLOSED	CLOSED	18-00332958	STANDARD	1800 N STREET NW	396303.44	137692.97	38.90708816	-77.04261889	WASHINGTON	DC	20036	279392	2
-77.02320864	38.90773058	85	S0311	Rodent Inspection and Treatment	DOH- Department Of Health	DOH	1	2018-06-25T14:46:10.000Z		2018-07-16T14:46:00.000Z	2018-06-25T14:46:10.000Z	Y	To be inspected	OPEN	OPEN	18-00332952	STANDARD	1312 8TH STREET NW	397987.21	137762.85	38.90772313	-77.02320634	WASHINGTON	DC	20001	239911	6
