X,Y,OBJECTID,SERVICECODE,SERVICECODEDESCRIPTION,SERVICETYPECODEDESCRIPTION,ORGANIZATIONACRONYM,SERVICECALLCOUNT,ADDDATE,RESOLUTIONDATE,SERVICEDUEDATE,SERVICEORDERDATE,INSPECTIONFLAG,INSPECTIONDATE,INSPECTORNAME,SERVICEORDERSTATUS,STATUS_CODE,SERVICEREQUESTID,PRIORITY,STREETADDRESS,XCOORD,YCOORD,LATITUDE,LONGITUDE,CITY,STATE,ZIPCODE,MARADDRESSREPOSITORYID,WARD
-76.984870557456233,38.868694188880127,20,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-27T13:48:39.000Z,2018-07-12T08:36:02.000Z,2018-07-18T13:48:00.000Z,2018-06-27T13:48:39.000Z,Y,2018-07-12T08:36:00.000Z,,CLOSED,CLOSED,18-00338546,STANDARD,1403 RIDGE PLACE SE,401313.16,133429.36,38.86868674,-76.98486828,WASHINGTON,DC,20020,64954,8
-77.032952390474961,38.911703083479871,21,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-16T20:59:40.000Z,,2018-08-03T17:00:00.000Z,2018-07-16T20:59:40.000Z,Y,,,OPEN,OPEN,18-00379854,STANDARD,1420 CORCORAN STREET NW,397142.25,138204.09,38.91169563,-77.0329501,WASHINGTON,DC,20009,240175,2
-77.025827460499329,38.921496123502713,22,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-17T08:44:09.000Z,2018-07-20T07:26:32.000Z,2018-08-03T17:00:00.000Z,2018-07-17T08:44:09.000Z,Y,2018-07-20T07:27:00.000Z,,CLOSED,CLOSED,18-00380298,STANDARD,2301 11TH STREET NW,397760.5,139291,38.92148867,-77.02582517,WASHINGTON,DC,20001,284334,1
-77.028814043037983,38.96115190641477,23,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-18T13:01:02.000Z,,2018-08-07T13:01:00.000Z,2018-07-18T13:01:02.000Z,Y,,,OPEN,OPEN,18-00384274,STANDARD,1214 MISSOURI AVENUE NW,397502.9,143693.22,38.96114444,-77.02881175,WASHINGTON,DC,20011,253144,4
-77.024255593327368,38.933744075329543,24,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-17T02:01:10.000Z,2018-07-20T07:16:04.000Z,2018-08-03T17:00:00.000Z,2018-07-17T02:01:10.000Z,Y,2018-07-20T07:16:00.000Z,,CLOSED,CLOSED,18-00379973,STANDARD,703 NEWTON PLACE NW,397897.17,140650.59,38.93373628,-77.0242533,WASHINGTON,DC,20010,232259,1
-77.002723957358938,38.890484727015298,25,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-16T18:09:24.000Z,,2018-08-03T17:00:00.000Z,2018-07-16T18:09:24.000Z,Y,,,OPEN,OPEN,18-00379640,STANDARD,1 TERRACE COURT NE,399763.88,135848.17,38.89047728,-77.00272167,WASHINGTON,DC,20002,289629,6
-77.014973208410623,38.914036868130921,26,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-19T20:20:41.000Z,,2018-08-08T17:00:00.000Z,2018-07-19T20:20:41.000Z,Y,,,OPEN,OPEN,18-00388052,STANDARD,200 - 299 BLOCK OF S STREET NW,398701.62,138462.75,38.9140290777254,-77.0149709193538,WASHINGTON,DC,20001,813800,5
-77.028988956744683,38.920012431213792,27,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-10T19:15:32.000Z,2018-07-12T15:01:02.000Z,2018-07-30T17:00:00.000Z,2018-07-10T19:15:32.000Z,Y,2018-07-12T15:01:00.000Z,,CLOSED,CLOSED,18-00366668,STANDARD,2234 12TH PLACE NW,397486.29,139126.38,38.92000497,-77.02898666,WASHINGTON,DC,20009,240697,1
-76.985155270245016,38.893741784003211,28,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-05T14:28:18.000Z,,2018-07-25T14:28:00.000Z,2018-07-05T14:28:18.000Z,Y,,,OPEN,OPEN,18-00355391,STANDARD,1404 C STREET NE,401288,136209.83,38.89373433,-76.98515299,WASHINGTON,DC,20002,64969,6
-77.045782978099254,38.911376802113594,29,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-05T14:32:30.000Z,2018-07-13T15:34:38.000Z,2018-07-25T14:32:00.000Z,2018-07-05T14:32:30.000Z,Y,,,CLOSED,CLOSED,18-00355410,STANDARD,2019 Q STREET NW,396029.44,138168.35,38.91136935,-77.04578068,WASHINGTON,DC,20009,242598,2
-77.022563145371137,38.932286510121415,30,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-07T20:05:37.000Z,2018-07-11T07:25:07.000Z,2018-07-26T17:00:00.000Z,2018-07-07T20:05:37.000Z,Y,2018-07-11T07:25:00.000Z,,CLOSED,CLOSED,18-00360143,STANDARD,647 MORTON STREET NW,398043.87,140488.75,38.93227905,-77.02256085,WASHINGTON,DC,20010,228840,1
-77.011049602339568,38.914653745605989,31,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-26T14:30:45.000Z,2018-07-18T15:02:53.000Z,2018-07-17T14:30:00.000Z,2018-06-26T14:30:45.000Z,Y,2018-07-18T15:03:00.000Z,,CLOSED,CLOSED,18-00335904,STANDARD,60 SEATON PLACE NW,399041.91,138531.18,38.91464629,-77.01104731,WASHINGTON,DC,20001,227129,5
-77.002754871592387,38.879142990077611,32,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-25T10:47:37.000Z,2018-07-10T12:36:41.000Z,2018-07-16T10:47:00.000Z,2018-06-25T10:47:37.000Z,Y,2018-07-10T12:36:00.000Z,,CLOSED,CLOSED,18-00331781,STANDARD,201 I STREET SE,399761.16,134589.15,38.87913554,-77.00275259,WASHINGTON,DC,20003,150246,6
-77.008706110976988,38.921103998867153,33,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-04T22:15:00.000Z,2018-07-11T08:42:33.000Z,2018-07-24T17:00:00.000Z,2018-07-04T22:15:00.000Z,Y,2018-07-11T08:42:00.000Z,,CLOSED,CLOSED,18-00353273,STANDARD,2317 NORTH CAPITOL STREET NE,399245.22,139247.19,38.92109654,-77.00870382,WASHINGTON,DC,20002,48618,5
-77.02067053885753,38.881858844549576,34,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-19T16:42:16.000Z,,2018-08-08T16:42:00.000Z,2018-07-19T16:42:16.000Z,Y,,,OPEN,OPEN,18-00387770,STANDARD,602 6TH PLACE SW,398206.7,134890.83,38.8818514,-77.02066825,WASHINGTON,DC,20024,5634,6
-77.034348058462143,38.965945684762112,35,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-19T18:39:46.000Z,,2018-08-08T17:00:00.000Z,2018-07-19T18:39:46.000Z,Y,,,OPEN,OPEN,18-00387976,STANDARD,1424 SHERIDAN STREET NW,397023.47,144225.54,38.96593822,-77.03434576,WASHINGTON,DC,20011,257950,4
-76.986626751134168,38.919996525090966,36,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-16T14:15:10.000Z,,2018-08-03T14:15:00.000Z,2018-07-16T14:15:10.000Z,Y,,,OPEN,OPEN,18-00378831,STANDARD,2304 13TH PLACE NE,401159.92,139124.3,38.91998907,-76.98662447,WASHINGTON,DC,20018,49027,5
-77.008432974672616,38.921505249712169,37,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-07T21:01:00.000Z,,2018-07-26T17:00:00.000Z,2018-07-07T21:01:00.000Z,Y,,,OPEN,OPEN,18-00360170,STANDARD,10 BRYANT STREET NE,399268.91,139291.73,38.92149779,-77.00843069,WASHINGTON,DC,20002,76042,5
-77.02693116126683,38.93188948989765,38,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-02T19:53:24.000Z,2018-07-06T07:16:18.000Z,2018-07-23T17:00:00.000Z,2018-07-02T19:53:24.000Z,Y,2018-07-06T07:16:00.000Z,,CLOSED,CLOSED,18-00349429,STANDARD,3402 SHERMAN AVENUE NW,397665.13,140444.78,38.93188203,-77.02692887,WASHINGTON,DC,20010,230996,1
-77.088304377125766,38.909332280864966,39,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-10T15:09:06.000Z,2018-07-18T15:30:24.000Z,2018-07-30T15:09:00.000Z,2018-07-10T15:09:06.000Z,Y,2018-07-18T15:30:00.000Z,,CLOSED,CLOSED,18-00366041,STANDARD,4570 MACARTHUR BOULEVARD NW,392341.34,137944.1,38.90932483,-77.08830207,WASHINGTON,DC,20007,224770,3
-77.010232573955989,38.912433985314955,40,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-25T15:20:50.000Z,2018-07-06T12:29:50.000Z,2018-07-16T15:20:00.000Z,2018-06-25T15:20:50.000Z,Y,2018-07-06T12:29:00.000Z,,CLOSED,CLOSED,18-00333060,STANDARD,34 R STREET NW,399112.74,138284.76,38.91242653,-77.01023029,WASHINGTON,DC,20001,226724,5
-77.010113809804892,38.912412555807975,41,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-25T15:23:19.000Z,2018-07-06T13:17:06.000Z,2018-07-16T15:23:00.000Z,2018-06-25T15:23:19.000Z,Y,2018-07-06T13:17:00.000Z,,CLOSED,CLOSED,18-00333072,STANDARD,28 R STREET NW,399123.04,138282.38,38.9124051,-77.01011152,WASHINGTON,DC,20001,226764,5
-77.005354266176667,38.835756967658931,42,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-25T15:24:03.000Z,2018-06-28T08:39:47.000Z,2018-07-16T15:24:00.000Z,2018-06-25T15:24:03.000Z,Y,2018-06-28T08:39:00.000Z,,CLOSED,CLOSED,18-00333076,STANDARD,114 WAYNE PLACE SE,399535.33,129773,38.83574953,-77.00535198,WASHINGTON,DC,20032,149796,8
-77.033386117917573,38.936259644331663,43,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-09T01:20:26.000Z,2018-07-11T07:07:37.000Z,2018-07-26T17:00:00.000Z,2018-07-09T01:20:26.000Z,Y,2018-07-11T07:08:00.000Z,,CLOSED,CLOSED,18-00360819,STANDARD,1408 PERRY PLACE NW,397105.63,140930.09,38.93625218,-77.03338382,WASHINGTON,DC,20010,234736,1
-77.043450586688195,38.906464709480275,44,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-25T16:40:57.000Z,2018-07-02T15:54:05.000Z,2018-07-16T16:40:00.000Z,2018-06-25T16:40:57.000Z,Y,2018-07-02T15:54:00.000Z,,CLOSED,CLOSED,18-00333334,STANDARD,19TH STREET NW AND JEFFERSON PLACE NW,396231.46876246,137622.96876515,38.9064572549663,-77.0434482894293,WASHINGTON,DC,20036,900141,2
-77.032726234671216,38.908325918664829,45,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-06T11:23:59.000Z,2018-07-13T14:40:54.000Z,2018-07-26T11:23:00.000Z,2018-07-06T11:23:59.000Z,Y,2018-07-13T14:40:00.000Z,,CLOSED,CLOSED,18-00357436,STANDARD,1418 RHODE ISLAND AVENUE NW,397161.73,137829.19,38.90831846,-77.03272394,WASHINGTON,DC,20005,218266,2
-76.925658887124115,38.902339718987953,46,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-06T11:29:48.000Z,2018-07-12T16:35:55.000Z,2018-07-26T11:29:00.000Z,2018-07-06T11:29:48.000Z,Y,2018-07-12T16:35:00.000Z,,CLOSED,CLOSED,18-00357457,STANDARD,908 52ND STREET NE,406448.62,137166.79,38.90233226,-76.92565663,WASHINGTON,DC,20019,81964,7
-77.068013692463239,38.90750490834079,47,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-28T18:17:29.000Z,2018-07-06T11:40:18.000Z,2018-07-19T17:00:00.000Z,2018-06-28T18:17:29.000Z,Y,2018-07-06T11:40:00.000Z,,CLOSED,CLOSED,18-00342356,STANDARD,1324 34TH STREET NW,394101.05,137739.74,38.90749746,-77.06801139,WASHINGTON,DC,20007,272290,2
-77.023334653818466,38.952841833654752,48,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-18T22:14:10.000Z,,2018-08-07T17:00:00.000Z,2018-07-18T22:14:10.000Z,Y,,,OPEN,OPEN,18-00385607,STANDARD,736 HAMILTON STREET NW,397977.56,142770.59,38.95283437,-77.02333236,WASHINGTON,DC,20011,250107,4
-77.025933260905532,38.925135192025344,49,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-20T12:36:36.000Z,,2018-08-09T12:36:00.000Z,2018-07-20T12:36:36.000Z,Y,,,OPEN,OPEN,18-00389400,STANDARD,2708 SHERMAN AVENUE NW,397751.44,139694.97,38.92512773,-77.02593097,WASHINGTON,DC,20001,231778,1
-77.071397346812361,38.914303019172223,50,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-12T15:35:46.000Z,2018-07-20T10:55:28.000Z,2018-08-01T15:35:00.000Z,2018-07-12T15:35:46.000Z,Y,2018-07-20T10:55:00.000Z,,CLOSED,CLOSED,18-00371980,STANDARD,3602 S STREET NW,393808.16,138494.61,38.91429557,-77.07139504,WASHINGTON,DC,20007,270460,2
-77.01442735554042,38.90662451137792,51,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-27T16:01:10.000Z,2018-07-06T13:53:27.000Z,2018-07-18T16:01:00.000Z,2018-06-27T16:01:10.000Z,Y,2018-07-06T13:53:00.000Z,,CLOSED,CLOSED,18-00339120,STANDARD,221 MORGAN STREET NW,398748.83,137639.91,38.90661706,-77.01442507,WASHINGTON,DC,20001,309110,6
-77.064511954442779,38.907604454819904,52,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-27T15:52:34.000Z,,2018-07-18T15:52:00.000Z,2018-06-27T15:52:34.000Z,Y,,,OPEN,OPEN,18-00339071,STANDARD,3228 O STREET NW,394404.78,137750.57,38.907597,-77.06450965,WASHINGTON,DC,20007,277290,2
-76.988859814980529,38.901520017593761,53,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-25T16:21:01.000Z,2018-07-06T12:39:29.000Z,2018-07-16T16:21:00.000Z,2018-06-25T16:21:01.000Z,Y,2018-07-06T12:39:00.000Z,,CLOSED,CLOSED,18-00333256,STANDARD,1234 I STREET NE,400966.52,137073.23,38.90151256,-76.98885753,WASHINGTON,DC,20002,70294,6
-76.986847090835667,38.902002386078159,54,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-10T07:47:44.000Z,2018-07-17T12:40:30.000Z,2018-07-27T17:00:00.000Z,2018-07-10T07:47:44.000Z,Y,2018-07-17T12:40:00.000Z,,CLOSED,CLOSED,18-00363913,STANDARD,1121 TRINIDAD AVENUE NE,401141.1,137126.8,38.90199493,-76.98684481,WASHINGTON,DC,20002,73504,5
-76.987844257313554,38.867273431880612,55,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-28T09:36:29.000Z,2018-07-12T08:33:18.000Z,2018-07-19T09:36:00.000Z,2018-06-28T09:36:29.000Z,Y,2018-07-12T08:33:00.000Z,,CLOSED,CLOSED,18-00340334,STANDARD,1200 - 1299 BLOCK OF GOOD HOPE ROAD SE,401055.117630932,133271.606937107,38.867265649898,-76.987841979557,WASHINGTON,DC,20020,806989,8
-77.018941498791449,38.941256897002589,56,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-11T10:35:52.000Z,2018-07-17T09:25:56.000Z,2018-07-31T10:35:00.000Z,2018-07-11T10:35:52.000Z,Y,2018-07-17T09:28:00.000Z,,CLOSED,CLOSED,18-00367638,STANDARD,4105 5TH STREET NW,398358.09,141484.47,38.94124944,-77.01893921,WASHINGTON,DC,20011,248038,4
-77.022055310508662,38.929243870324811,57,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-03T05:02:43.000Z,2018-07-06T07:18:16.000Z,2018-07-23T17:00:00.000Z,2018-07-03T05:02:43.000Z,Y,2018-07-06T07:18:00.000Z,,CLOSED,CLOSED,18-00349815,STANDARD,629 IRVING STREET NW,398087.82,140150.98,38.92923641,-77.02205302,WASHINGTON,DC,20010,229228,1
-77.02068860094748,38.881746506734999,58,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-28T16:32:44.000Z,,2018-07-19T16:32:00.000Z,2018-06-28T16:32:44.000Z,Y,,,OPEN,OPEN,18-00342150,STANDARD,606 6TH PLACE SW,398205.13,134878.36,38.88173906,-77.02068631,WASHINGTON,DC,20024,5227,6
-77.002662471516572,38.913869701797317,59,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-02T09:34:51.000Z,,2018-07-23T09:34:00.000Z,2018-07-02T09:34:51.000Z,Y,,,OPEN,OPEN,18-00347481,STANDARD,219 S STREET NE,399769.29,138444.09,38.91386225,-77.00266019,WASHINGTON,DC,20002,50842,5
-76.986852384208163,38.925827277638554,60,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-10T14:26:39.000Z,,2018-07-30T14:26:00.000Z,2018-07-10T14:26:39.000Z,Y,,,OPEN,OPEN,18-00365855,STANDARD,1316 FRANKLIN STREET NE,401140.26,139771.56,38.92581982,-76.9868501,WASHINGTON,DC,20017,68165,5
-77.042820586813804,38.913523712200039,61,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-05T09:34:29.000Z,2018-07-13T14:39:39.000Z,2018-07-25T09:34:00.000Z,2018-07-05T09:34:29.000Z,Y,2018-07-13T14:39:00.000Z,,CLOSED,CLOSED,18-00353926,STANDARD,1829 RIGGS PLACE NW,396286.48,138406.55,38.91351626,-77.04281829,WASHINGTON,DC,20009,241196,2
-76.98872754417765,38.893744255209917,62,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-07T22:39:59.000Z,,2018-07-26T17:00:00.000Z,2018-07-07T22:39:59.000Z,Y,,,OPEN,OPEN,18-00360205,STANDARD,1242 C STREET NE,400978.1,136210.06,38.8937368,-76.98872526,WASHINGTON,DC,20002,69981,6
-76.98629232658692,38.900864386520546,63,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-15T09:20:27.000Z,,2018-08-02T17:00:00.000Z,2018-07-15T09:20:27.000Z,Y,,,OPEN,OPEN,18-00376394,STANDARD,1375 FLORIDA AVENUE NE,401189.24,137000.48,38.90085693,-76.98629005,WASHINGTON,DC,20002,65427,6
-77.007267323866046,38.917822723524459,64,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-04T15:04:01.000Z,2018-07-12T08:17:26.000Z,2018-07-24T17:00:00.000Z,2018-07-04T15:04:01.000Z,Y,2018-07-12T08:17:00.000Z,,CLOSED,CLOSED,18-00353036,STANDARD,2032 LINCOLN ROAD NE,399369.96,138882.93,38.91781527,-77.00726504,WASHINGTON,DC,20002,52293,5
-77.013540996783391,38.950403037084669,65,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-23T09:03:30.000Z,2018-07-05T08:50:06.000Z,2018-07-13T17:00:00.000Z,2018-06-23T09:03:30.000Z,Y,2018-07-05T08:50:00.000Z,,CLOSED,CLOSED,18-00329688,STANDARD,4913 NEW HAMPSHIRE AVENUE NW,398826.43,142499.69,38.95039557,-77.01353871,WASHINGTON,DC,20011,243652,4
-77.071876643217465,38.915191578124841,66,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-10T13:06:02.000Z,,2018-07-30T13:06:00.000Z,2018-07-10T13:06:02.000Z,Y,,,OPEN,OPEN,18-00365472,STANDARD,3616 T STREET NW,393766.67,138593.28,38.91518412,-77.07187434,WASHINGTON,DC,20007,270506,2
-76.990500887263238,38.879015888382142,67,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-22T14:50:33.000Z,2018-06-27T10:27:12.000Z,2018-07-13T14:50:00.000Z,2018-06-22T14:50:33.000Z,Y,2018-06-27T10:27:00.000Z,,CLOSED,CLOSED,18-00328145,STANDARD,909 12TH STREET SE,400824.43,134575.08,38.87900844,-76.99049861,WASHINGTON,DC,20003,81997,6
-76.978755929366855,38.903890067135421,68,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-05T09:41:30.000Z,,2018-07-25T09:41:00.000Z,2018-07-05T09:41:30.000Z,Y,,,OPEN,OPEN,18-00353960,STANDARD,1732 L STREET NE,401842.89,137336.48,38.90388261,-76.97875365,WASHINGTON,DC,20002,56867,5
-76.991941138643782,38.949475331115053,69,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-11T10:16:16.000Z,2018-07-17T12:44:24.000Z,2018-07-31T10:16:00.000Z,2018-07-11T10:16:16.000Z,Y,2018-07-17T12:44:00.000Z,,CLOSED,CLOSED,18-00367551,STANDARD,4914 11TH STREET NE,400698.77,142396.65,38.94946787,-76.99193885,WASHINGTON,DC,20017,16309,5
-77.014077731287969,38.958318178988222,70,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-20T10:05:08.000Z,,2018-08-09T10:05:00.000Z,2018-07-20T10:05:08.000Z,Y,,,OPEN,OPEN,18-00388758,STANDARD,5622 KANSAS AVENUE NW,398780.04,143378.35,38.95831071,-77.01407544,WASHINGTON,DC,20011,246229,4
-77.022727305823963,38.937477062281332,71,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-27T14:52:57.000Z,2018-07-06T11:59:13.000Z,2018-07-18T14:52:00.000Z,2018-06-27T14:52:57.000Z,Y,2018-07-06T11:59:00.000Z,,CLOSED,CLOSED,18-00338839,STANDARD,732 QUINCY STREET NW,398029.78,141064.95,38.9374696,-77.02272501,WASHINGTON,DC,20011,249577,4
-77.019914272380163,38.886894141720838,72,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-30T12:22:16.000Z,2018-07-13T14:17:25.000Z,2018-07-20T17:00:00.000Z,2018-06-30T12:22:16.000Z,Y,2018-07-13T14:17:00.000Z,,CLOSED,CLOSED,18-00345982,STANDARD,,398272.44009235,135449.77209113,38.8868866902769,-77.019911983535,,,20024,902432,6
-76.984416223182649,38.868060747826789,73,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-11T23:09:39.000Z,2018-07-17T08:05:45.000Z,2018-07-31T17:00:00.000Z,2018-07-11T23:09:39.000Z,Y,2018-07-17T08:05:00.000Z,,CLOSED,CLOSED,18-00369756,STANDARD,1415 S STREET SE,401352.6,133359.05,38.8680533,-76.98441395,WASHINGTON,DC,20020,64589,8
-77.023577552110396,38.951248852020179,74,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-12T10:21:54.000Z,,2018-08-01T10:21:00.000Z,2018-07-12T10:21:54.000Z,Y,,,OPEN,OPEN,18-00370526,STANDARD,5009 8TH STREET NW,397956.46,142593.76,38.95124139,-77.02357526,WASHINGTON,DC,20011,250042,4
-76.980974220773604,38.897724317628004,75,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-22T09:47:51.000Z,2018-06-28T11:15:01.000Z,2018-07-13T09:47:00.000Z,2018-06-22T09:47:51.000Z,Y,2018-06-28T11:14:00.000Z,,CLOSED,CLOSED,18-00326896,STANDARD,1631 KRAMER STREET NE,401650.62,136651.99,38.89771653,-76.98097194,WASHINGTON,DC,20002,314769,6
-77.01243006730283,38.913479099853632,76,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-05T20:34:26.000Z,,2018-07-25T17:00:00.000Z,2018-07-05T20:34:26.000Z,Y,,,OPEN,OPEN,18-00356352,STANDARD,1720 1ST STREET NW,398922.17,138400.8,38.91347164,-77.01242778,WASHINGTON,DC,20001,226966,5
-76.965340832638063,38.859128221283783,77,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-23T16:37:30.000Z,2018-06-28T14:19:19.000Z,2018-07-13T17:00:00.000Z,2018-06-23T16:37:30.000Z,Y,2018-06-28T14:19:00.000Z,,CLOSED,CLOSED,18-00330257,STANDARD,2901 DENVER STREET SE,403008.39,132367.93,38.85912077,-76.96533856,WASHINGTON,DC,20020,43666,7
-77.019745386577299,38.939673916803059,78,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-24T14:42:22.000Z,2018-07-06T15:03:09.000Z,2018-07-13T17:00:00.000Z,2018-06-24T14:42:22.000Z,Y,2018-07-06T15:03:00.000Z,,CLOSED,CLOSED,18-00330726,STANDARD,516 SHEPHERD STREET NW,398288.36,141308.76,38.93966646,-77.01974309,WASHINGTON,DC,20011,247708,4
-77.002045672818241,38.892554966768479,79,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-24T19:28:11.000Z,2018-07-05T07:24:24.000Z,2018-07-13T17:00:00.000Z,2018-06-24T19:28:11.000Z,Y,2018-07-05T07:24:00.000Z,,CLOSED,CLOSED,18-00330916,STANDARD,,399822.73001379,136077.98127571,38.8925475135165,-77.0020433891084,,,20002,905849,6
-77.017883807434501,38.912973474920037,80,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-25T14:38:54.000Z,2018-07-02T13:18:54.000Z,2018-07-16T14:38:00.000Z,2018-06-25T14:38:54.000Z,Y,2018-07-02T13:18:00.000Z,,CLOSED,CLOSED,18-00332927,STANDARD,1710 NEW JERSEY AVENUE NW,398449.17,138344.75,38.91296602,-77.01788152,WASHINGTON,DC,20001,237223,6
-77.015499388310332,38.940237665451427,81,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-02T10:23:21.000Z,2018-07-10T15:36:46.000Z,2018-07-23T10:23:00.000Z,2018-07-02T10:23:21.000Z,Y,2018-07-10T15:35:00.000Z,,CLOSED,CLOSED,18-00347645,STANDARD,4000 3RD STREET NW,398656.48,141371.27,38.9402302,-77.0154971,WASHINGTON,DC,20011,244189,4
-77.022637869227637,38.949681687889878,82,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-19T21:59:16.000Z,,2018-08-08T17:00:00.000Z,2018-07-19T21:59:16.000Z,Y,,,OPEN,OPEN,18-00388130,STANDARD,712 EMERSON STREET NW,398037.87,142419.77,38.94967422,-77.02263558,WASHINGTON,DC,20011,249949,4
-77.032419974467786,38.968106773108701,83,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-09T15:22:07.000Z,,2018-07-27T15:22:00.000Z,2018-07-09T15:22:07.000Z,Y,,,OPEN,OPEN,18-00363012,STANDARD,1374 TEWKESBURY PLACE NW,397190.65,144465.38,38.96809931,-77.03241768,WASHINGTON,DC,20012,257484,4
-77.042621189929903,38.907095610645214,84,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-25T14:48:45.000Z,2018-07-02T13:24:21.000Z,2018-07-16T14:48:00.000Z,2018-06-25T14:48:45.000Z,Y,2018-07-02T13:24:00.000Z,,CLOSED,CLOSED,18-00332958,STANDARD,1800 N STREET NW,396303.44,137692.97,38.90708816,-77.04261889,WASHINGTON,DC,20036,279392,2
